2011-05-19 05:48:29Z,  Mix Fan ON, ,1
2011-05-19 05:48:29Z,  Heat OFF, ,0
2011-05-19 05:48:29Z,  Heat OFF, ,0
2011-05-19 05:48:29Z,  Humidifier ON, ,1
2011-05-19 05:48:29Z,  Barn Heat ON, ,1
2011-05-19 05:48:29Z,  Barn Cool ON, ,1
2011-05-19 05:48:29Z,  Fresh Air Fan ON, ,1
2011-05-19 05:48:29Z,  Cooling Compressor OFF, ,0
2011-05-19 05:48:29Z,  Mix Fan OFF, ,0
2011-05-19 05:48:29Z,  Humidifier OFF, ,0
2011-05-19 05:48:29Z,  Fresh Air Fan OFF, ,0
2011-05-19 05:48:29Z,  Barn Cool OFF, ,0
2011-05-19 05:48:29Z,  Barn Heat OFF, ,0
2011-05-19 05:48:39Z,  Cooling Compressor ON, ,1
2011-05-19 05:48:39Z,  Mix Fan ON, ,1
2011-05-19 05:48:39Z,  Heat OFF, ,0
2011-05-19 05:48:39Z,  Heat OFF, ,0
2011-05-19 05:48:39Z,  Humidifier ON, ,1
2011-05-19 05:48:39Z,  Barn Heat ON, ,1
2011-05-19 05:48:39Z,  Barn Cool ON, ,1
2011-05-19 05:48:39Z,  Fresh Air Fan ON, ,1
2011-05-19 05:48:39Z,  Cooling Compressor OFF, ,0
2011-05-19 05:48:39Z,  Mix Fan OFF, ,0
2011-05-19 05:48:39Z,  Humidifier OFF, ,0
2011-05-19 05:48:39Z,  Fresh Air Fan OFF, ,0
2011-05-19 05:48:39Z,  Barn Cool OFF, ,0
2011-05-19 05:48:39Z,  Barn Heat OFF, ,0
2011-05-19 05:48:49Z,  Cooling Compressor ON, ,1
2011-05-19 05:48:49Z,  Mix Fan ON, ,1
2011-05-19 05:48:49Z,  Heat OFF, ,0
2011-05-19 05:48:49Z,  Heat OFF, ,0
2011-05-19 05:48:49Z,  Humidifier ON, ,1
2011-05-19 05:48:49Z,  Barn Heat ON, ,1
2011-05-19 05:48:49Z,  Barn Cool ON, ,1
2011-05-19 05:48:49Z,  Fresh Air Fan ON, ,1
2011-05-19 05:48:49Z,  Cooling Compressor OFF, ,0
2011-05-19 05:48:49Z,  Mix Fan OFF, ,0
2011-05-19 05:48:49Z,  Humidifier OFF, ,0
2011-05-19 05:48:49Z,  Fresh Air Fan OFF, ,0
2011-05-19 05:48:49Z,  Barn Cool OFF, ,0
2011-05-19 05:48:49Z,  Barn Heat OFF, ,0
2011-05-19 05:48:59Z,  Cooling Compressor ON, ,1
2011-05-19 05:48:59Z,  Mix Fan ON, ,1
2011-05-19 05:48:59Z,  Heat OFF, ,0
2011-05-19 05:48:59Z,  Heat OFF, ,0
2011-05-19 05:48:59Z,  Humidifier ON, ,1
2011-05-19 05:48:59Z,  Barn Heat ON, ,1
2011-05-19 05:48:59Z,  Barn Cool ON, ,1
2011-05-19 05:48:59Z,  Fresh Air Fan ON, ,1
2011-05-19 05:48:59Z,  Cooling Compressor OFF, ,0
2011-05-19 05:48:59Z,  Mix Fan OFF, ,0
2011-05-19 05:48:59Z,  Humidifier OFF, ,0
2011-05-19 05:48:59Z,  Fresh Air Fan OFF, ,0
2011-05-19 05:48:59Z,  Barn Cool OFF, ,0
2011-05-19 05:48:59Z,  Barn Heat OFF, ,0
2011-05-19 05:49:09Z,  Cooling Compressor ON, ,1
2011-05-19 05:49:09Z,  Mix Fan ON, ,1
2011-05-19 05:49:09Z,  Heat OFF, ,0
2011-05-19 05:49:09Z,  Heat OFF, ,0
2011-05-19 05:49:09Z,  Humidifier ON, ,1
2011-05-19 05:49:09Z,  Barn Heat ON, ,1
2011-05-19 05:49:09Z,  Barn Cool ON, ,1
2011-05-19 05:49:09Z,  Fresh Air Fan ON, ,1
2011-05-19 05:49:09Z,  Cooling Compressor OFF, ,0
2011-05-19 05:49:09Z,  Mix Fan OFF, ,0
2011-05-19 05:49:09Z,  Humidifier OFF, ,0
2011-05-19 05:49:09Z,  Fresh Air Fan OFF, ,0
2011-05-19 05:49:09Z,  Barn Cool OFF, ,0
2011-05-19 05:49:09Z,  Barn Heat OFF, ,0
2011-05-19 05:49:19Z,  Cooling Compressor ON, ,1
2011-05-19 05:49:19Z,  Mix Fan ON, ,1
2011-05-19 05:49:19Z,  Heat OFF, ,0
2011-05-19 05:49:19Z,  Heat OFF, ,0
2011-05-19 05:49:19Z,  Humidifier ON, ,1
2011-05-19 05:49:19Z,  Barn Heat ON, ,1
2011-05-19 05:49:19Z,  Barn Cool ON, ,1
2011-05-19 05:49:19Z,  Fresh Air Fan ON, ,1
2011-05-19 05:49:19Z,  Cooling Compressor OFF, ,0
2011-05-19 05:49:19Z,  Mix Fan OFF, ,0
2011-05-19 05:49:19Z,  Humidifier OFF, ,0
2011-05-19 05:49:19Z,  Fresh Air Fan OFF, ,0
2011-05-19 05:49:19Z,  Barn Cool OFF, ,0
2011-05-19 05:49:19Z,  Barn Heat OFF, ,0
2011-05-19 05:49:29Z,  Cooling Compressor ON, ,1
2011-05-19 05:49:29Z,  Mix Fan ON, ,1
2011-05-19 05:49:29Z,  Heat OFF, ,0
2011-05-19 05:49:29Z,  Heat OFF, ,0
2011-05-19 05:49:29Z,  Humidifier ON, ,1
2011-05-19 05:49:29Z,  Barn Heat ON, ,1
2011-05-19 05:49:29Z,  Barn Cool ON, ,1
2011-05-19 05:49:29Z,  Fresh Air Fan ON, ,1
2011-05-19 05:49:29Z,  Cooling Compressor OFF, ,0
2011-05-19 05:49:29Z,  Mix Fan OFF, ,0
2011-05-19 05:49:29Z,  Humidifier OFF, ,0
2011-05-19 05:49:29Z,  Fresh Air Fan OFF, ,0
2011-05-19 05:49:29Z,  Barn Cool OFF, ,0
2011-05-19 05:49:29Z,  Barn Heat OFF, ,0
2011-05-19 05:49:39Z,  Cooling Compressor ON, ,1
2011-05-19 05:49:39Z,  Mix Fan ON, ,1
2011-05-19 05:49:39Z,  Heat OFF, ,0
2011-05-19 05:49:39Z,  Heat OFF, ,0
2011-05-19 05:49:39Z,  Humidifier ON, ,1
2011-05-19 05:49:39Z,  Barn Heat ON, ,1
2011-05-19 05:49:39Z,  Barn Cool ON, ,1
2011-05-19 05:49:39Z,  Fresh Air Fan ON, ,1
2011-05-19 05:49:39Z,  Cooling Compressor OFF, ,0
2011-05-19 05:49:39Z,  Mix Fan OFF, ,0
2011-05-19 05:49:39Z,  Humidifier OFF, ,0
2011-05-19 05:49:39Z,  Fresh Air Fan OFF, ,0
2011-05-19 05:49:39Z,  Barn Cool OFF, ,0
2011-05-19 05:49:39Z,  Barn Heat OFF, ,0
2011-05-19 05:49:49Z,  Cooling Compressor ON, ,1
2011-05-19 05:49:49Z,  Mix Fan ON, ,1
2011-05-19 05:49:49Z,  Heat OFF, ,0
2011-05-19 05:49:49Z,  Heat OFF, ,0
2011-05-19 05:49:49Z,  Humidifier ON, ,1
2011-05-19 05:49:49Z,  Barn Heat ON, ,1
2011-05-19 05:49:49Z,  Barn Cool ON, ,1
2011-05-19 05:49:49Z,  Fresh Air Fan ON, ,1
2011-05-19 05:49:49Z,  Cooling Compressor OFF, ,0
2011-05-19 05:49:49Z,  Mix Fan OFF, ,0
2011-05-19 05:49:49Z,  Humidifier OFF, ,0
2011-05-19 05:49:49Z,  Fresh Air Fan OFF, ,0
2011-05-19 05:49:49Z,  Barn Cool OFF, ,0
2011-05-19 05:49:49Z,  Barn Heat OFF, ,0
2011-05-19 05:49:59Z,  Cooling Compressor ON, ,1
2011-05-19 05:49:59Z,  Mix Fan ON, ,1
2011-05-19 05:49:59Z,  Heat OFF, ,0
2011-05-19 05:49:59Z,  Heat OFF, ,0
2011-05-19 05:49:59Z,  Humidifier ON, ,1
2011-05-19 05:49:59Z,  Barn Heat ON, ,1
2011-05-19 05:49:59Z,  Barn Cool ON, ,1
2011-05-19 05:49:59Z,  Fresh Air Fan ON, ,1
2011-05-19 05:49:59Z,  Cooling Compressor OFF, ,0
2011-05-19 05:49:59Z,  Mix Fan OFF, ,0
2011-05-19 05:49:59Z,  Humidifier OFF, ,0
2011-05-19 05:49:59Z,  Fresh Air Fan OFF, ,0
2011-05-19 05:49:59Z,  Barn Cool OFF, ,0
2011-05-19 05:49:59Z,  Barn Heat OFF, ,0
2011-05-19 20:00:00Z,  Cooling Compressor ON, ,1
2011-05-19 20:00:00Z,  Mix Fan ON, ,1
2011-05-19 20:00:00Z,  Heat OFF, ,0
2011-05-19 20:00:00Z,  Heat OFF, ,0
2011-05-19 20:00:00Z,  Humidifier ON, ,1
2011-05-19 20:00:00Z,  Barn Heat ON, ,1
2011-05-19 20:00:00Z,  Barn Cool ON, ,1
2011-05-19 20:00:00Z,  Fresh Air Fan ON, ,1
2011-05-19 20:00:00Z,  Cooling Compressor OFF, ,0
2011-05-19 20:00:00Z,  Mix Fan OFF, ,0
2011-05-19 20:00:00Z,  Humidifier OFF, ,0
2011-05-19 20:00:00Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:00:00Z,  Cooling Compressor ON, ,1
2011-05-19 20:00:00Z,  Mix Fan ON, ,1
2011-05-19 20:00:00Z,  Heat OFF, ,0
2011-05-19 20:00:00Z,  Heat OFF, ,0
2011-05-19 20:00:00Z,  Humidifier ON, ,1
2011-05-19 20:00:00Z,  Fresh Air Fan ON, ,1
2011-05-19 20:00:00Z,  Cooling Compressor OFF, ,0
2011-05-19 20:00:00Z,  Mix Fan OFF, ,0
2011-05-19 20:00:00Z,  Humidifier OFF, ,0
2011-05-19 20:00:00Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:00:10Z,  Cooling Compressor ON, ,1
2011-05-19 20:00:10Z,  Mix Fan ON, ,1
2011-05-19 20:00:10Z,  Heat OFF, ,0
2011-05-19 20:00:10Z,  Heat OFF, ,0
2011-05-19 20:00:10Z,  Humidifier ON, ,1
2011-05-19 20:00:10Z,  Fresh Air Fan ON, ,1
2011-05-19 20:00:10Z,  Cooling Compressor OFF, ,0
2011-05-19 20:00:10Z,  Mix Fan OFF, ,0
2011-05-19 20:00:10Z,  Humidifier OFF, ,0
2011-05-19 20:00:10Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:00:10Z,  Cooling Compressor ON, ,1
2011-05-19 20:00:10Z,  Mix Fan ON, ,1
2011-05-19 20:00:10Z,  Heat OFF, ,0
2011-05-19 20:00:10Z,  Heat OFF, ,0
2011-05-19 20:00:10Z,  Humidifier ON, ,1
2011-05-19 20:00:10Z,  Fresh Air Fan ON, ,1
2011-05-19 20:00:10Z,  Cooling Compressor OFF, ,0
2011-05-19 20:00:10Z,  Mix Fan OFF, ,0
2011-05-19 20:00:10Z,  Humidifier OFF, ,0
2011-05-19 20:00:10Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:00:10Z,  Cooling Compressor ON, ,1
2011-05-19 20:00:10Z,  Mix Fan ON, ,1
2011-05-19 20:00:10Z,  Heat OFF, ,0
2011-05-19 20:00:10Z,  Heat OFF, ,0
2011-05-19 20:00:10Z,  Humidifier ON, ,1
2011-05-19 20:00:10Z,  Fresh Air Fan ON, ,1
2011-05-19 20:00:10Z,  Cooling Compressor OFF, ,0
2011-05-19 20:00:10Z,  Mix Fan OFF, ,0
2011-05-19 20:00:10Z,  Humidifier OFF, ,0
2011-05-19 20:00:10Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:02:41Z,  Cooling Compressor ON, ,1
2011-05-19 20:02:41Z,  Mix Fan ON, ,1
2011-05-19 20:02:41Z,  Heat OFF, ,0
2011-05-19 20:02:41Z,  Heat OFF, ,0
2011-05-19 20:02:41Z,  Humidifier ON, ,1
2011-05-19 20:02:41Z,  Barn Heat ON, ,1
2011-05-19 20:02:41Z,  Barn Cool ON, ,1
2011-05-19 20:02:41Z,  Fresh Air Fan ON, ,1
2011-05-19 20:02:41Z,  Cooling Compressor OFF, ,0
2011-05-19 20:02:41Z,  Mix Fan OFF, ,0
2011-05-19 20:02:41Z,  Humidifier OFF, ,0
2011-05-19 20:02:41Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:02:41Z,  Cooling Compressor ON, ,1
2011-05-19 20:02:41Z,  Mix Fan ON, ,1
2011-05-19 20:02:41Z,  Heat OFF, ,0
2011-05-19 20:02:41Z,  Heat OFF, ,0
2011-05-19 20:02:41Z,  Humidifier ON, ,1
2011-05-19 20:02:41Z,  Fresh Air Fan ON, ,1
2011-05-19 20:02:41Z,  Cooling Compressor OFF, ,0
2011-05-19 20:02:41Z,  Mix Fan OFF, ,0
2011-05-19 20:02:41Z,  Humidifier OFF, ,0
2011-05-19 20:02:41Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:02:51Z,  Cooling Compressor ON, ,1
2011-05-19 20:02:51Z,  Mix Fan ON, ,1
2011-05-19 20:02:51Z,  Heat OFF, ,0
2011-05-19 20:02:51Z,  Heat OFF, ,0
2011-05-19 20:02:51Z,  Humidifier ON, ,1
2011-05-19 20:02:51Z,  Fresh Air Fan ON, ,1
2011-05-19 20:02:51Z,  Cooling Compressor OFF, ,0
2011-05-19 20:02:51Z,  Mix Fan OFF, ,0
2011-05-19 20:02:51Z,  Humidifier OFF, ,0
2011-05-19 20:02:51Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:02:51Z,  Cooling Compressor ON, ,1
2011-05-19 20:02:51Z,  Mix Fan ON, ,1
2011-05-19 20:02:51Z,  Heat OFF, ,0
2011-05-19 20:02:51Z,  Heat OFF, ,0
2011-05-19 20:02:51Z,  Humidifier ON, ,1
2011-05-19 20:02:51Z,  Fresh Air Fan ON, ,1
2011-05-19 20:02:51Z,  Cooling Compressor OFF, ,0
2011-05-19 20:02:51Z,  Mix Fan OFF, ,0
2011-05-19 20:02:51Z,  Humidifier OFF, ,0
2011-05-19 20:02:51Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:02:51Z,  Cooling Compressor ON, ,1
2011-05-19 20:02:51Z,  Mix Fan ON, ,1
2011-05-19 20:02:51Z,  Heat OFF, ,0
2011-05-19 20:02:51Z,  Heat OFF, ,0
2011-05-19 20:02:51Z,  Humidifier ON, ,1
2011-05-19 20:02:51Z,  Fresh Air Fan ON, ,1
2011-05-19 20:02:51Z,  Cooling Compressor OFF, ,0
2011-05-19 20:02:51Z,  Mix Fan OFF, ,0
2011-05-19 20:02:51Z,  Humidifier OFF, ,0
2011-05-19 20:02:51Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:03:01Z,  Cooling Compressor ON, ,1
2011-05-19 20:03:01Z,  Mix Fan ON, ,1
2011-05-19 20:03:01Z,  Heat OFF, ,0
2011-05-19 20:03:01Z,  Heat OFF, ,0
2011-05-19 20:03:01Z,  Humidifier ON, ,1
2011-05-19 20:03:01Z,  Fresh Air Fan ON, ,1
2011-05-19 20:03:01Z,  Cooling Compressor OFF, ,0
2011-05-19 20:03:01Z,  Mix Fan OFF, ,0
2011-05-19 20:03:01Z,  Humidifier OFF, ,0
2011-05-19 20:03:01Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:03:01Z,  Cooling Compressor ON, ,1
2011-05-19 20:03:01Z,  Mix Fan ON, ,1
2011-05-19 20:03:01Z,  Heat OFF, ,0
2011-05-19 20:03:01Z,  Heat OFF, ,0
2011-05-19 20:03:01Z,  Humidifier ON, ,1
2011-05-19 20:03:01Z,  Fresh Air Fan ON, ,1
2011-05-19 20:03:01Z,  Cooling Compressor OFF, ,0
2011-05-19 20:03:01Z,  Mix Fan OFF, ,0
2011-05-19 20:03:01Z,  Humidifier OFF, ,0
2011-05-19 20:03:01Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:03:01Z,  Cooling Compressor ON, ,1
2011-05-19 20:03:01Z,  Mix Fan ON, ,1
2011-05-19 20:03:01Z,  Heat OFF, ,0
2011-05-19 20:03:01Z,  Heat OFF, ,0
2011-05-19 20:03:01Z,  Humidifier ON, ,1
2011-05-19 20:03:01Z,  Fresh Air Fan ON, ,1
2011-05-19 20:03:01Z,  Cooling Compressor OFF, ,0
2011-05-19 20:03:01Z,  Mix Fan OFF, ,0
2011-05-19 20:03:01Z,  Humidifier OFF, ,0
2011-05-19 20:03:01Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:03:01Z,  Barn Cool OFF, ,0
2011-05-19 20:03:01Z,  Barn Heat OFF, ,0
2011-05-19 20:04:07Z,  Cooling Compressor ON, ,1
2011-05-19 20:04:07Z,  Mix Fan ON, ,1
2011-05-19 20:04:07Z,  Heat OFF, ,0
2011-05-19 20:04:07Z,  Heat OFF, ,0
2011-05-19 20:04:07Z,  Humidifier ON, ,1
2011-05-19 20:04:07Z,  Barn Heat ON, ,1
2011-05-19 20:04:07Z,  Barn Cool ON, ,1
2011-05-19 20:04:07Z,  Fresh Air Fan ON, ,1
2011-05-19 20:04:07Z,  Cooling Compressor OFF, ,0
2011-05-19 20:04:07Z,  Mix Fan OFF, ,0
2011-05-19 20:04:07Z,  Humidifier OFF, ,0
2011-05-19 20:04:07Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:04:07Z,  Cooling Compressor ON, ,1
2011-05-19 20:04:07Z,  Mix Fan ON, ,1
2011-05-19 20:04:07Z,  Heat OFF, ,0
2011-05-19 20:04:07Z,  Heat OFF, ,0
2011-05-19 20:04:07Z,  Humidifier ON, ,1
2011-05-19 20:04:07Z,  Fresh Air Fan ON, ,1
2011-05-19 20:04:07Z,  Cooling Compressor OFF, ,0
2011-05-19 20:04:07Z,  Mix Fan OFF, ,0
2011-05-19 20:04:07Z,  Humidifier OFF, ,0
2011-05-19 20:04:07Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:04:17Z,  Cooling Compressor ON, ,1
2011-05-19 20:04:17Z,  Mix Fan ON, ,1
2011-05-19 20:04:17Z,  Heat OFF, ,0
2011-05-19 20:04:17Z,  Heat OFF, ,0
2011-05-19 20:04:17Z,  Humidifier ON, ,1
2011-05-19 20:04:17Z,  Fresh Air Fan ON, ,1
2011-05-19 20:04:17Z,  Cooling Compressor OFF, ,0
2011-05-19 20:04:17Z,  Mix Fan OFF, ,0
2011-05-19 20:04:17Z,  Humidifier OFF, ,0
2011-05-19 20:04:17Z,  Fresh Air Fan OFF, ,0
2011-05-19 20:04:27Z,  Cooling Compressor ON, ,1
2011-05-19 20:04:27Z,  Mix Fan ON, ,1
2011-05-19 20:04:27Z,  Heat OFF, ,0
2011-05-19 20:04:27Z,  Heat OFF, ,0
